"","AGT_CD","N_POLICY","N_VIT","AVG_ANP","AVG_ANP_RIDER","AVG_N_RIDER","AVG_ANP_BASIC","N_POLICY_CAT1_CAT2","N_POLICY_CAT1","N_POLICY_CAT2","N_POLICY_CAT3","N_ACCIDENT","N_CI","N_DISABILITY","N_ENDOWMENT","N_INCOME","N_LIFE","N_MEDICAL","N_OTHERMED","N_PAYOR","N_SAVERS","N_GI","N_MED","N_LI","ANP_OUTLIER","BIN_POLICY","BIN_VIT","BIN_ANP","BIN_ANP_B","BIN_ANP_R","BIN_LIFE","BIN_ENDOWMENT","BIN_ACCIDENT","BIN_CI","BIN_DISABILITY","BIN_INCOME","BIN_MEDICAL","BIN_OTHERMED","BIN_PAYOR","BIN_SAVERS","cluster","SCORE_LIFE","SCORE_MEDIC","SCORE_OTH"
"2879",4263,140,8,164.844928571429,5.50614285714286,3.42857142857143,159.338785714286,0,0,59,81,64,62,88,1,62,87,81,1,75,75,302,206,88,3,5,4,2,2,1,5,4,5,5,5,5,5,4,5,5,5,4.5,4.75,5
"2880",4264,156,15,146.22217948718,25.0409615384615,1.64102564102564,121.181217948718,0,6,90,60,5,16,70,2,14,66,88,0,39,25,139,118,68,4,5,5,1,1,2,5,5,4,4,5,5,5,1,5,4,5,5,3.75,4.5
"2881",4265,46,1,457.069782608696,174.095,4.17391304347826,282.974782608696,0,11,20,15,0,7,40,0,8,40,26,0,30,40,110,41,40,18,4,2,5,4,5,5,1,1,3,5,4,4,1,5,5,1,3,3,4
"2882",4266,48,0,125.72875,26.9341666666667,1.9375,98.7945833333333,0,0,32,16,10,0,16,0,12,16,32,0,13,0,39,44,16,1,4,1,1,1,2,3,1,4,1,3,5,4,1,4,1,1,2,2.75,3
"2883",4267,18,2,194.423888888889,51.1422222222222,2.05555555555556,143.281666666667,0,1,6,11,1,4,8,0,0,8,11,2,5,3,17,17,8,0,3,3,2,2,3,2,1,3,3,2,1,3,4,2,2,2,1.5,2.75,2.25
"2884",4268,13,4,771.707692307692,200.737692307692,4.92307692307692,570.97,0,4,3,6,4,3,12,3,0,9,5,0,11,11,38,8,12,6,2,4,5,5,5,2,5,4,2,3,1,2,1,3,3,2,3.5,1.5,3.25
"2885",4270,28,0,159.218214285714,32.0067857142857,1.82142857142857,127.211428571429,2,2,5,19,3,6,17,0,5,17,16,0,0,6,26,27,17,1,3,1,1,2,2,3,1,4,3,3,4,3,1,1,2,1,2,2.75,2.5
"2886",4272,14,1,290.781428571429,68.5228571428571,2.78571428571429,222.258571428571,0,1,8,5,3,5,6,1,0,5,10,0,6,6,21,15,6,2,2,2,3,3,4,2,4,4,3,2,1,3,1,3,2,4,3,2,2.75
"2887",4273,5,0,340.83,59.598,2.4,281.232,0,0,5,0,0,1,1,0,0,1,5,2,1,1,3,8,1,1,1,1,4,4,4,1,1,1,2,1,1,2,4,1,1,4,1,2.25,1
"2888",4274,20,2,295.581,56.3465,2.5,239.2345,0,2,10,8,6,9,13,2,1,11,10,0,2,13,34,20,13,2,3,3,4,4,3,3,5,4,4,3,3,3,1,2,3,2,4,2.75,3
"2889",4275,28,1,207.1575,27.6125,2.28571428571429,179.545,0,1,17,10,5,6,9,0,0,9,20,4,9,9,32,30,9,3,3,2,2,3,2,2,1,4,3,2,1,4,5,3,3,1,1.5,3.25,3
"2890",4276,8,2,476.215,39.30125,0.875,436.91375,0,1,0,7,0,1,3,0,0,3,5,0,2,1,6,6,3,1,2,3,5,5,3,2,1,1,2,1,1,2,1,2,1,4,1.5,1.5,1.25
"2891",4277,2,2,166.945,15.45,3.5,151.495,0,0,2,0,0,1,1,0,1,1,1,1,1,1,3,4,1,0,1,3,2,2,2,1,1,1,2,1,3,1,4,1,1,3,1,2.5,1
"2892",4280,24,6,146.061666666667,35.4308333333333,2.125,110.630833333333,0,4,0,20,0,0,18,0,0,18,8,0,12,7,37,8,18,0,3,4,1,1,3,3,1,1,1,3,1,2,1,4,3,2,2,1.25,2.75
"2893",4282,16,1,139.96625,43.53375,2.3125,96.4325,0,0,2,14,0,1,14,0,0,14,6,0,7,4,25,7,14,0,2,2,1,1,3,3,1,1,2,3,1,2,1,3,2,3,2,1.5,2.25
"2894",4284,4,0,50.3325,7.595,1.25,42.7375,0,0,0,4,0,1,4,0,0,4,0,0,0,0,4,1,4,0,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,3,1.5,1.25,1.25
"2895",4286,7,0,338.858571428571,76.0471428571429,3.57142857142857,262.811428571429,0,0,5,2,0,2,3,0,0,3,6,1,2,3,8,9,3,3,2,1,4,4,4,2,1,1,2,1,1,2,4,2,2,4,1.5,2.25,1.5
"2896",4287,91,6,397.125494505494,111.698461538462,2.72527472527473,285.427032967033,0,16,32,43,29,22,57,9,10,47,36,0,36,48,170,68,56,21,5,4,4,4,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5
"2897",4289,15,3,606.122,23.402,3.73333333333333,582.72,1,3,10,1,0,8,13,0,5,13,9,1,3,12,28,23,13,3,2,3,5,5,2,3,1,1,3,3,4,2,4,2,3,4,2,3.25,2.25
"2898",4290,38,0,605.231842105263,173.971842105263,3.28947368421053,431.26,0,6,14,18,12,11,22,2,10,21,21,0,17,23,74,42,23,6,4,1,5,5,5,4,5,5,4,4,5,4,1,4,4,1,4.5,3.5,4.25
"2899",4292,8,0,99.03875,0,0.5,99.03875,0,0,0,8,0,0,4,0,0,4,4,0,0,0,4,4,4,0,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1.5,1.25,1.25
"2900",4294,48,1,331.144166666667,29.839375,3.35416666666667,301.304791666667,0,6,28,14,4,22,32,0,2,32,32,3,29,29,94,59,32,8,4,2,4,4,2,4,1,4,5,4,3,4,5,5,5,1,2.5,4.25,4.5
"2901",4296,72,0,199.469027777778,7.72388888888889,1.76388888888889,191.745138888889,0,10,45,17,6,0,38,1,16,44,48,0,8,34,86,64,45,1,5,1,2,3,1,5,4,4,1,4,5,5,1,3,5,1,4.5,3,4
"2902",4297,5,0,152.622,29.506,3,123.116,0,0,4,1,1,3,3,0,1,3,2,1,1,0,5,7,3,0,1,1,1,2,2,2,1,3,2,1,3,1,4,1,1,3,1.5,2.5,1.5
"2903",4299,179,14,308.778324022346,106.97,2.91620111731844,201.808324022346,1,8,101,69,52,37,75,0,59,77,110,10,64,73,264,216,77,63,5,5,4,3,5,5,1,5,5,5,5,5,5,5,5,5,3,5,5
"2904",4302,14,0,164.755,50.03,3.5,114.725,0,1,3,10,0,2,11,0,0,12,5,0,9,5,25,7,12,0,2,1,2,1,3,3,1,1,2,3,1,2,1,3,2,3,2,1.5,2.25
"2905",4303,32,0,84.2603125,1.529375,1.15625,82.7309375,0,0,1,31,0,0,24,0,0,24,9,0,11,0,35,9,24,0,3,1,1,1,1,4,1,1,1,4,1,2,1,3,1,3,2.5,1.25,2.25
"2906",4304,22,3,132.855909090909,15.2213636363636,1.63636363636364,117.634545454545,0,0,9,13,1,3,10,0,3,11,12,0,6,2,19,18,11,0,3,3,1,1,2,3,1,3,2,3,4,3,1,3,2,2,2,2.5,2.75
"2907",4305,193,32,420.960569948186,94.6729533678756,3.05181347150259,326.287616580311,3,13,124,53,22,67,101,2,48,91,133,1,52,90,265,249,93,20,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4.75,5
"2908",4306,73,4,219.730273972603,69.6693150684931,4.52054794520548,150.06095890411,0,2,57,14,29,28,47,0,28,47,62,0,30,40,146,118,47,2,5,4,2,2,4,5,1,5,5,5,5,5,1,5,5,5,3,4,5
"2909",4307,108,9,150.320277777778,23.4133333333333,2.62037037037037,126.906944444445,2,2,46,58,53,41,43,1,20,41,45,4,37,39,172,110,42,3,5,5,1,2,2,5,4,5,5,5,5,5,5,5,5,5,4.5,5,5
"2910",4308,184,3,217.979619565218,64.254347826087,3.35326086956522,153.725271739131,1,20,39,124,3,51,156,0,28,156,74,0,82,80,321,153,156,10,5,3,2,2,4,5,1,4,5,5,5,5,1,5,5,1,3,4,4.75
"2911",4309,124,21,149.69935483871,51.9062096774194,2.42741935483871,97.7931451612903,1,5,12,106,3,45,89,0,3,90,39,0,21,21,134,87,90,1,5,5,1,1,3,5,1,4,5,5,4,5,1,4,4,5,3,3.75,4.25
"2912",4312,79,34,554.174683544304,223.21746835443,3.9873417721519,330.957215189873,1,9,42,27,9,33,58,0,21,52,40,19,41,47,155,113,52,13,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,3,5,4.75
"2913",4313,78,14,390.851025641026,36.6578205128205,3.70512820512821,354.193205128205,1,3,52,22,0,60,71,4,0,71,61,1,9,72,152,122,75,9,5,5,4,5,3,5,5,1,5,5,1,5,4,3,5,5,5,3.75,3.5
"2914",4315,42,14,342.089047619048,25.5140476190476,2.76190476190476,316.575,3,12,15,12,1,13,37,6,0,31,11,3,26,17,81,27,37,5,4,5,4,4,2,4,5,3,4,4,1,3,5,5,4,5,4.5,3.25,4
"2915",4316,65,51,516.767230769231,95.4298461538462,3.90769230769231,421.337384615385,22,5,27,11,6,30,58,2,0,56,27,14,47,56,167,71,58,11,5,5,5,5,4,5,5,4,5,5,1,4,5,5,5,5,5,3.75,4.75
"2916",4317,53,6,339.810943396226,23.6616981132075,4.81132075471698,316.149245283019,0,3,35,15,1,16,48,1,24,48,47,4,41,47,137,91,49,4,4,4,4,4,2,5,4,3,4,5,5,5,5,5,5,5,4.5,4.75,4.5
"2917",4318,103,57,865.565922330097,297.096699029126,4.23300970873786,568.469223300971,12,11,46,34,12,59,77,1,0,84,50,19,65,73,227,128,85,23,5,5,5,5,5,5,4,5,5,5,1,5,5,5,5,5,4.5,4,5
"2918",4321,45,5,321.140888888889,12.9997777777778,4.26666666666667,308.141111111111,0,4,34,7,4,20,37,0,7,36,38,1,32,34,107,66,36,7,4,4,4,4,1,4,1,4,5,4,4,5,4,5,5,5,2.5,4.5,4.5
"2919",4322,45,6,225.046222222222,57.5013333333333,2.86666666666667,167.544888888889,0,1,17,27,14,8,23,1,11,23,23,1,19,21,77,43,24,9,4,4,2,2,4,4,4,5,3,4,5,4,4,4,4,5,4,4,4.25
"2920",4323,15,6,345.414666666667,131.92,6.13333333333333,213.494666666667,0,0,12,3,2,12,13,0,1,13,14,1,13,13,41,28,13,4,2,4,4,3,5,3,1,3,4,3,3,3,4,4,3,2,2,3.5,3.25
"2921",4324,2,0,62.92,6.91,2,56.01,0,0,0,2,0,0,2,0,0,2,0,0,2,0,4,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1.25
"2922",4325,16,1,181.5925,61.77625,2.5,119.81625,0,1,1,14,0,4,6,0,0,6,6,0,2,1,9,10,6,0,2,2,2,1,4,2,1,1,3,2,1,2,1,2,1,3,1.5,1.75,1.5
"2923",4327,50,1,326.8718,53.1918,4.58,273.68,0,2,37,11,1,30,43,0,13,42,38,0,30,38,112,81,42,3,4,2,4,4,3,5,1,3,5,5,5,5,1,5,5,1,3,4,4.5
"2924",4328,30,0,178.125666666667,61.127,4.23333333333333,116.998666666667,0,2,9,19,9,13,21,0,6,21,20,0,19,13,62,39,21,0,3,1,2,1,4,4,1,4,4,4,4,4,1,4,3,1,2.5,3.25,3.75
"2925",4329,56,17,964.88625,249.645535714286,3.16071428571429,715.240714285714,2,8,22,24,3,17,49,3,12,46,18,3,11,42,105,50,49,25,4,5,5,5,5,5,5,4,4,5,5,3,5,3,5,5,5,4.25,4.25
"2926",4330,61,0,240.387704918033,85.1334426229508,3.9672131147541,155.254262295082,0,1,24,36,1,22,44,0,0,44,56,0,42,43,130,78,44,4,4,1,3,2,4,5,1,3,5,5,1,5,1,5,5,1,3,3,4.5
"2927",4331,52,0,189.879423076923,57.1630769230769,2.26923076923077,132.716346153846,2,5,6,39,4,7,43,0,2,42,20,0,9,18,74,29,42,2,4,1,2,2,4,5,1,4,3,5,3,4,1,3,4,1,3,2.75,4
"2928",4332,1,0,433.2,217.2,4,216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,5,1,1,1,1,1,1,1,1,1,1,4,1,1,1
"2929",4333,2,2,300,60,9,240,0,0,2,0,2,2,2,0,2,2,2,0,2,2,8,6,2,0,1,3,4,4,4,1,1,3,2,1,3,1,1,2,2,4,1,1.75,2
"2930",4334,86,7,334.670465116279,55.7893023255814,2.61627906976744,278.881162790698,3,1,72,10,0,29,37,2,8,36,71,13,29,33,99,121,38,19,5,4,4,4,3,4,5,1,5,4,4,5,5,5,5,5,4.5,4.75,3.75
"2931",4335,11,0,292.527272727273,101.445454545455,3.63636363636364,191.081818181818,0,0,8,3,0,2,9,0,0,9,10,0,2,10,21,12,9,1,2,1,3,3,5,2,1,1,2,2,1,3,1,2,3,4,1.5,1.75,2
"2932",4336,71,2,110.421126760563,5.5643661971831,0.661971830985915,104.85676056338,0,0,17,54,52,5,8,0,1,8,16,2,0,8,68,24,8,4,5,3,1,1,1,2,1,5,3,2,3,3,4,1,3,1,1.5,3.25,2.75
"2933",4337,13,0,65.0076923076923,4.15384615384615,0.153846153846154,60.8538461538462,0,0,2,11,11,0,0,0,0,0,2,0,0,0,11,2,0,0,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1.75
"2934",4338,7,0,1205.87142857143,58.8,5.42857142857143,1147.07142857143,2,2,3,0,1,3,7,0,0,7,3,2,7,7,22,8,7,4,2,1,5,5,4,2,1,3,2,2,1,2,4,3,3,4,1.5,2.25,2.75
"2935",4339,28,0,225.659285714286,65.4575,5.35714285714286,160.201785714286,0,0,21,7,9,3,20,0,19,20,28,0,20,20,69,50,20,0,3,1,2,2,4,4,1,4,2,4,5,4,1,4,4,1,2.5,3,4
"2936",4341,41,6,1657.00292682927,341.614634146341,2.80487804878049,1315.38829268293,2,7,15,17,0,8,33,0,3,35,18,2,1,29,63,31,35,23,4,4,5,5,5,4,1,1,3,4,4,3,4,1,5,2,2.5,3.5,2.75
"2937",4342,30,1,283.766666666667,29.84,2.03333333333333,253.926666666667,1,0,10,19,17,10,13,0,0,13,11,1,10,13,53,22,13,6,3,2,3,4,2,3,1,5,4,3,1,3,4,3,3,1,2,3,3.5
"2938",4344,7,5,298.55,106.164285714286,2.42857142857143,192.385714285714,0,1,3,3,0,3,6,0,1,6,1,0,1,3,10,5,6,1,2,4,4,3,5,2,1,1,2,2,3,1,1,1,2,4,1.5,1.75,1.5
"2939",4346,6,1,197.79,55.0816666666667,6,142.708333333333,0,0,4,2,3,3,6,0,3,6,3,2,2,4,15,11,6,0,2,2,2,2,3,2,1,4,2,2,4,2,4,2,2,4,1.5,3,2.5
"2940",4348,50,6,258.916,66.9498,2.92,191.9662,0,3,23,24,5,4,36,0,0,36,34,0,16,24,81,38,36,6,4,4,3,3,4,4,1,4,3,4,1,4,1,4,4,2,2.5,2.25,4
"2941",4352,10,7,454.044,56.52,2.8,397.524,0,4,2,4,0,2,7,0,0,10,2,2,2,6,15,6,10,3,2,4,5,5,3,3,1,1,2,2,1,1,4,2,2,4,2,2,1.75
"2942",4353,19,3,297.478947368421,57.0194736842105,5.21052631578947,240.459473684211,0,3,10,6,2,10,14,0,8,13,14,3,13,13,42,35,13,1,3,3,4,4,3,3,1,3,4,3,4,3,5,4,3,2,2,4,3.25
"2943",4355,108,32,278.782777777778,70.8875925925926,3.10185185185185,207.895185185185,0,7,57,44,21,46,63,2,20,64,67,10,42,59,185,143,66,18,5,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2944",4356,36,14,217.970555555556,52.1061111111111,3.58333333333333,165.864444444444,0,0,13,23,0,8,29,0,3,26,22,0,21,18,68,33,26,2,4,5,2,2,3,4,1,1,3,4,4,4,1,4,4,2,2.5,3,3.25
"2945",4357,22,6,296.297272727273,132.617272727273,5.86363636363636,163.68,0,0,14,8,10,15,19,0,2,19,16,0,14,14,57,33,19,5,3,4,4,2,5,4,1,4,4,3,3,3,1,4,3,2,2.5,2.75,3.5
"2946",4358,13,4,128.565384615385,33.2392307692308,2.23076923076923,95.3261538461538,0,0,0,13,0,0,9,0,0,9,2,0,9,0,18,2,9,0,2,4,1,1,2,2,1,1,1,2,1,1,1,3,1,3,1.5,1,1.75
"2947",4360,18,0,185.160555555556,24.0344444444444,1.72222222222222,161.126111111111,0,0,13,5,0,2,4,0,0,8,14,7,0,4,8,23,8,3,3,1,2,2,2,2,1,1,2,2,1,3,5,1,2,3,1.5,2.75,1.5
"2948",4361,33,4,260.199696969697,86.8978787878788,1.93939393939394,173.301818181818,1,4,3,25,2,4,14,0,3,14,19,0,10,3,29,26,14,2,4,4,3,3,4,3,1,3,3,3,4,4,1,3,2,2,2,3,2.75
"2949",4362,5,1,226.56,88.56,5.6,138,0,0,2,3,1,1,2,0,1,2,3,0,2,2,7,5,2,0,1,2,3,2,4,1,1,3,2,1,3,2,1,2,2,4,1,2,2
"2950",4363,26,3,143.152307692308,40.8015384615385,1.88461538461538,102.350769230769,0,0,3,23,0,2,24,0,0,24,6,0,2,7,33,8,24,1,3,3,1,1,3,4,1,1,2,4,1,2,1,2,3,2,2.5,1.5,2.5
"2951",4364,67,0,194.077910447761,73.1867164179104,4.25373134328358,120.891194029851,0,0,45,22,27,21,36,0,34,36,52,1,33,21,117,108,36,2,5,1,2,1,4,4,1,5,5,4,5,5,4,5,4,1,2.5,4.75,4.5
"2952",4365,35,1,208.022857142857,42.8602857142857,3.28571428571429,165.162571428571,1,0,27,7,15,17,17,0,15,17,25,1,6,10,48,58,17,2,4,2,2,2,3,3,1,5,4,3,5,4,4,3,3,1,2,4.25,3.5
"2953",4367,18,0,481.951666666667,40.7661111111111,3.16666666666667,441.185555555556,1,1,9,7,0,7,15,2,0,12,13,1,5,12,32,21,14,3,3,1,5,5,3,3,5,1,3,3,1,3,4,2,3,1,4,2.75,2.25
"2954",4369,2,0,1220.6,0,3,1220.6,0,2,0,0,0,0,2,0,0,2,0,0,2,2,6,0,2,2,1,1,5,5,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1.5
"2955",4370,14,0,433.515714285714,36.3428571428571,2.85714285714286,397.172857142857,1,1,4,8,6,5,8,0,2,8,6,1,5,8,27,14,8,5,2,1,5,5,3,2,1,4,3,2,3,2,4,2,3,4,1.5,3,2.75
"2956",4372,3,1,174.426666666667,75.7233333333333,4.66666666666667,98.7033333333333,0,0,1,2,0,0,3,0,1,3,2,0,3,2,8,3,3,0,1,2,2,1,4,2,1,1,1,1,3,1,1,2,2,3,1.5,1.5,1.5
"2957",4373,3,0,384,0,5.66666666666667,384,0,0,3,0,0,3,3,0,3,3,3,0,2,3,8,9,3,0,1,1,4,5,1,2,1,1,2,1,4,2,1,2,2,4,1.5,2.25,1.5
"2958",4377,10,2,1058.077,474.148,3.4,583.929,0,4,1,5,0,1,5,1,0,4,0,0,2,5,12,1,5,5,2,3,5,5,5,2,4,1,2,2,1,1,1,2,2,4,3,1.25,1.75
"2959",4378,4,2,205.37,81.3,2.5,124.07,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,3,2,2,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"2960",4379,31,5,199.888387096774,48.2322580645161,2.29032258064516,151.656129032258,0,0,2,29,0,0,15,0,0,15,31,0,15,15,45,31,15,3,3,4,2,2,3,3,1,1,1,3,1,4,1,4,4,2,2,1.75,3
"2961",4381,67,3,494.837164179105,112.116865671642,3.08955223880597,382.720298507463,0,6,42,19,13,24,42,8,3,36,39,1,31,33,119,67,44,9,5,3,5,5,5,4,5,5,5,5,4,5,4,5,5,5,4.5,4.5,5
"2962",4383,52,21,231.424615384615,28.9586538461538,1.73076923076923,202.465961538461,0,9,29,14,1,1,21,3,1,21,28,9,13,15,50,39,24,3,4,5,3,3,2,4,5,3,2,4,3,4,5,4,4,5,4.5,3.5,3.75
"2963",4385,36,10,211.407222222222,15.9830555555556,4.19444444444444,195.424166666667,0,1,16,19,4,16,27,0,11,28,22,2,23,20,74,51,28,1,4,5,2,3,2,4,1,4,4,4,5,4,4,4,4,5,2.5,4.25,4
"2964",4386,15,1,67.1333333333334,0,0,67.1333333333334,0,0,0,15,15,0,0,0,0,0,0,0,0,0,15,0,0,2,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,3,1,1,2
"2965",4387,48,0,252.682708333333,77.4010416666667,3.1875,175.281666666667,0,0,27,21,12,11,22,0,9,23,35,4,11,23,68,59,23,10,4,1,3,3,4,4,1,5,4,4,5,4,5,3,4,1,2.5,4.5,4
"2966",4388,22,4,867.678181818182,210.197272727273,1.31818181818182,657.480909090909,0,6,0,16,0,0,17,1,0,16,5,0,9,3,29,5,17,4,3,4,5,5,5,3,4,1,1,3,1,2,1,3,2,2,3.5,1.25,2.25
"2967",4391,21,0,68.1485714285714,1.48571428571429,1.04761904761905,66.6628571428571,0,0,4,17,0,1,18,0,0,18,3,0,1,1,20,4,18,0,3,1,1,1,1,3,1,1,2,3,1,2,1,1,1,3,2,1.5,1.5
"2968",4394,46,15,359.311739130435,73.255,4.15217391304348,286.056739130435,1,0,31,14,2,29,37,0,3,41,40,3,20,37,96,75,41,8,4,5,4,4,4,5,1,3,5,4,4,5,5,4,5,5,3,4.75,4
"2969",4397,32,7,402.0878125,89.4246875,3.875,312.663125,0,4,7,21,11,10,19,0,9,19,16,1,18,19,67,36,19,5,3,4,4,4,4,4,1,4,4,3,5,3,4,4,4,2,2.5,4,3.75
"2970",4399,33,22,1752.59090909091,276.945757575758,4.12121212121212,1475.64515151515,1,9,16,7,0,14,26,4,10,24,12,1,19,22,67,37,28,12,4,5,5,5,5,4,5,1,4,4,5,3,4,4,4,5,4.5,4,3.25
"2971",4400,47,0,59.4010638297872,1.22765957446809,0.0212765957446809,58.1734042553191,0,0,4,43,43,0,0,0,0,0,4,0,0,0,43,4,0,5,4,1,1,1,1,1,1,5,1,1,1,2,1,1,1,3,1,1.25,2
"2972",4401,75,2,606.295733333333,184.178,2.58666666666667,422.117733333333,1,6,47,21,7,10,32,5,8,30,55,1,15,27,81,74,35,13,5,3,5,5,5,4,5,4,4,4,4,5,4,4,4,5,4.5,4.25,4
"2973",4403,1,1,456,0,6,456,0,0,1,0,0,1,1,0,1,1,1,0,1,1,3,3,1,0,1,2,5,5,1,1,1,1,2,1,3,1,1,1,1,4,1,1.75,1
"2974",4404,7,2,205.295714285714,17.5714285714286,1.71428571428571,187.724285714286,0,1,4,2,0,1,3,0,0,3,3,1,3,1,7,5,3,0,2,3,2,3,2,2,1,1,2,1,1,2,4,2,1,3,1.5,2.25,1.25
"2975",4405,44,4,257.773181818182,61.6252272727273,2.68181818181818,196.147954545455,0,1,26,17,12,10,18,0,0,18,31,2,16,18,64,43,18,5,4,4,3,3,4,3,1,5,4,3,1,4,4,4,4,2,2,3.25,4
"2976",4406,10,0,108.255,2.1,1.3,106.155,0,0,4,6,6,2,2,0,0,2,4,0,2,2,12,6,2,1,2,1,1,1,1,1,1,4,2,1,1,2,1,2,2,3,1,1.5,2.25
"2977",4408,55,13,1992.88745454545,461.189090909091,3.34545454545455,1531.69836363636,4,26,11,14,1,17,52,0,6,54,10,4,21,46,120,37,54,36,4,5,5,5,5,5,1,3,4,5,4,3,5,4,5,5,3,4,4.25
"2978",4412,12,1,144.7625,8.89583333333333,0.583333333333333,135.866666666667,0,1,0,11,0,0,3,0,0,3,9,0,3,1,7,9,3,0,2,2,1,2,1,2,1,1,1,1,1,2,1,2,1,3,1.5,1.25,1.25
"2979",4415,21,2,462.761904761905,119.695238095238,3.42857142857143,343.066666666667,2,0,12,7,6,12,14,0,0,14,10,2,6,14,40,24,14,6,3,3,5,5,5,3,1,4,4,3,1,3,4,3,3,2,2,3,3.25
"2980",4416,41,3,547.164390243903,56.6912195121951,4.17073170731707,490.473170731707,2,3,19,17,13,19,32,1,0,31,28,3,24,31,100,50,32,7,4,3,5,5,3,4,4,5,5,4,1,4,5,5,5,5,4,3.75,4.75
"2981",4417,9,0,142.87,38.6933333333333,1.44444444444444,104.176666666667,1,0,0,8,0,5,6,0,0,6,3,0,0,0,6,8,6,0,2,1,1,1,3,2,1,1,3,2,1,2,1,1,1,3,1.5,1.75,1.25
"2982",4418,101,6,364.988613861386,94.429900990099,5.28712871287129,270.558712871287,1,12,57,31,60,44,80,0,54,80,54,0,20,73,233,152,80,17,5,4,4,4,4,5,1,5,5,5,5,5,1,4,5,5,3,4,4.75
"2983",4419,25,3,247.7736,39.1624,4.44,208.6112,0,2,13,10,9,12,25,0,12,24,12,0,12,14,60,36,24,2,3,3,3,3,3,4,1,4,4,4,5,3,1,4,3,2,2.5,3.25,3.75
"2984",4420,34,9,330.886764705882,63.6541176470588,4.20588235294118,267.232647058824,0,7,17,10,10,4,26,1,12,25,19,1,23,19,78,36,26,3,4,5,4,4,4,4,4,4,3,4,5,4,4,4,4,5,4,4,4
"2985",4421,29,2,281.686206896552,126.378965517241,4.68965517241379,155.30724137931,0,0,18,11,9,16,22,0,0,22,23,0,1,18,50,39,22,4,3,3,3,2,5,4,1,4,4,4,1,4,1,1,4,2,2.5,2.5,3.25
"2986",4422,88,11,360.959772727273,73.7163636363637,3.57954545454545,287.243409090909,8,6,53,21,0,41,60,4,0,58,64,5,48,56,164,110,62,9,5,5,4,4,4,5,5,1,5,5,1,5,5,5,5,5,5,4,4
"2987",4423,272,104,459.64143382353,182.799816176471,3.88970588235294,276.841617647059,23,43,107,99,4,42,241,16,28,227,131,7,107,170,522,208,243,69,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4.75
"2988",4424,84,17,337.047857142857,55.1632142857143,2.8452380952381,281.884642857143,0,23,44,17,1,18,47,0,10,47,54,0,45,41,134,82,47,9,5,5,4,4,3,5,1,3,5,5,5,5,1,5,5,5,3,4,4.5
"2989",4425,14,0,202.035714285714,56.9264285714286,4,145.109285714286,0,0,6,8,4,4,7,0,6,7,12,0,7,6,24,22,7,0,2,1,2,2,3,2,1,4,3,2,4,3,1,3,2,4,1.5,2.75,2.75
"2990",4426,40,4,229.22,34.335,2.55,194.885,0,2,11,27,0,3,24,1,4,24,30,0,10,18,52,37,25,2,4,4,3,3,3,4,4,1,2,4,4,4,1,3,4,2,4,2.75,3
"2991",4428,190,1,204.231263157895,38.1837894736842,2.46315789473684,166.047473684211,2,7,49,132,3,45,113,1,45,112,145,0,36,80,232,235,113,11,5,2,2,2,3,5,4,4,5,5,5,5,1,5,5,1,4.5,4,4.75
"2992",4429,28,4,221.007857142857,77.7421428571429,5.42857142857143,143.265714285714,0,0,17,11,5,11,26,0,4,26,22,0,25,22,78,37,26,0,3,4,2,2,4,4,1,4,4,4,4,4,1,5,4,2,2.5,3.25,4.25
"2993",4430,183,27,399.666666666667,69.0033333333333,2.26229508196721,330.663333333333,3,9,110,61,3,41,82,2,9,83,129,1,54,51,190,180,85,34,5,5,4,5,4,5,5,4,5,5,5,5,4,5,5,5,5,4.75,4.75
"2994",4431,111,41,516.518738738739,129.72954954955,3.37837837837838,386.789189189189,15,11,58,27,15,43,75,2,9,74,66,8,57,74,221,126,76,26,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2995",4433,60,41,1040.14933333333,309.854333333333,4.78333333333333,730.295,6,9,21,24,9,33,54,4,9,46,27,10,45,37,145,79,50,17,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4.75,4.75
"2996",4434,69,14,335.257826086956,76.4014492753623,3.44927536231884,258.856376811594,7,17,30,15,2,26,57,1,6,56,37,1,18,53,130,70,57,7,5,5,4,4,4,5,4,3,5,5,4,5,4,4,5,5,4.5,4.5,4.25
