"","AGT_CD","N_POLICY","N_VIT","AVG_ANP","AVG_ANP_RIDER","AVG_N_RIDER","AVG_ANP_BASIC","N_POLICY_CAT1_CAT2","N_POLICY_CAT1","N_POLICY_CAT2","N_POLICY_CAT3","N_ACCIDENT","N_CI","N_DISABILITY","N_ENDOWMENT","N_INCOME","N_MEDICAL","N_OTHERMED","N_PAYOR","N_SAVERS","N_NA"
"2415",3555,61,0,163.51131147541,3.1744262295082,0.163934426229508,160.336885245902,0,0,55,6,0,2,4,0,0,59,0,2,0,0
"2416",3556,4,0,310.5,31.5,5.75,279,0,0,3,1,0,3,4,0,3,3,0,3,7,0
"2417",3558,1,1,207.96,0,0,207.96,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2418",3560,3,1,196.216666666667,94.6733333333333,2.66666666666667,101.543333333333,0,0,0,3,0,0,1,0,0,1,0,1,0,0
"2419",3561,1,1,537.2,217.2,6,320,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2420",3565,56,17,206.724642857143,34.7046428571429,1.28571428571429,172.02,1,1,4,50,0,22,26,1,0,26,0,1,1,0
"2421",3567,1,1,476.96,144.81,3,332.15,0,0,0,1,0,0,1,1,0,0,0,1,1,0
"2422",3571,3,2,171.39,0,0,171.39,0,0,0,3,0,0,0,0,0,3,0,0,0,0
"2423",3574,14,2,271.654285714286,39.5814285714286,2.28571428571429,232.072857142857,0,3,1,10,2,8,11,0,0,5,0,4,4,0
"2424",3578,13,0,243.704615384615,81.1023076923077,2.53846153846154,162.602307692308,1,0,2,10,0,1,10,3,2,7,0,7,6,0
"2425",3580,1,0,372,132,9,240,0,0,1,0,2,1,1,0,1,1,0,1,2,0
"2426",3581,9,0,359.914444444444,59.2188888888889,4.88888888888889,300.695555555556,0,0,4,5,4,1,9,3,4,6,0,11,9,0
"2427",3584,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2428",3585,4,0,131.345,21,1.25,110.345,0,0,1,3,0,0,1,0,0,4,0,1,1,0
"2429",3589,38,2,212.612894736842,19.8852631578947,1,192.727631578947,0,0,28,10,6,5,9,0,0,38,2,0,7,0
"2430",3593,11,0,86.5963636363636,5.46818181818182,1.18181818181818,81.1281818181818,0,0,0,11,0,1,8,0,0,3,0,4,0,0
"2431",3594,1,1,220.49,0,0,220.49,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2432",3597,14,0,96.4307142857143,4.12785714285714,1.35714285714286,92.3028571428571,0,1,0,13,0,0,10,0,0,4,0,9,0,0
"2433",3598,65,4,121.857692307692,24.4241538461538,0.969230769230769,97.4335384615385,0,0,23,42,38,11,9,1,0,36,1,10,14,0
"2434",3599,1,0,254.4,64.8,6,189.6,0,0,1,0,0,1,1,0,0,1,0,1,2,0
"2435",3602,9,2,163.44,24.5333333333333,2.44444444444444,138.906666666667,0,0,3,6,1,0,9,0,3,3,0,0,3,0
"2436",3603,27,0,402.709259259259,68.6707407407407,1.40740740740741,334.038518518518,0,1,23,3,3,1,4,0,0,40,7,0,6,0
"2437",3608,4,1,187.105,112.105,3.5,75,0,0,0,4,0,2,2,0,0,0,0,0,0,0
"2438",3616,4,0,205.2125,38.3975,0.75,166.815,0,1,0,3,0,0,1,0,0,3,0,1,1,0
"2439",3620,7,1,182.667142857143,24.5142857142857,2,158.152857142857,0,0,3,4,0,3,3,0,0,7,0,0,2,0
"2440",3622,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2441",3624,1,1,229.2,0,0,229.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2442",3626,5,2,67.852,0,0.8,67.852,0,0,0,5,0,0,4,0,0,1,0,0,0,0
"2443",3628,7,0,338.277142857143,68.0428571428571,1.14285714285714,270.234285714286,0,1,0,6,0,0,6,0,0,1,0,0,1,0
"2444",3629,4,0,80.4325,13.325,0.75,67.1075,0,0,0,4,0,0,2,0,0,2,0,0,0,0
"2445",3635,1,0,113.38,62.76,2,50.62,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2446",3638,2,0,58.8,0,0,58.8,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"2447",3640,17,1,208.064705882353,67.6941176470588,5.23529411764706,140.370588235294,0,0,8,9,15,10,14,0,6,25,0,6,11,0
"2448",3642,130,21,457.398615384615,95.3667692307692,2.48461538461538,362.031846153846,4,16,63,47,38,31,67,0,4,104,14,40,88,0
"2449",3643,76,5,187.156184210526,53.3167105263158,3,133.839473684211,1,2,46,27,20,29,38,0,15,64,0,43,31,0
"2450",3644,68,3,249.359705882353,71.4660294117647,4.30882352941176,177.893676470588,0,7,21,40,33,35,54,0,12,69,0,34,48,0
"2451",3645,83,20,665.017349397591,122.437228915663,3.18072289156627,542.580120481928,6,14,35,28,2,34,64,7,12,53,9,51,57,0
"2452",3646,34,1,226.132058823529,15.0414705882353,3.11764705882353,211.090588235294,1,5,15,13,8,17,19,0,2,25,0,26,21,0
"2453",3648,56,11,463.176785714286,91.4169642857143,5.21428571428571,371.759821428571,9,3,37,7,0,66,53,0,9,37,4,56,72,0
"2454",3650,63,6,234.785396825397,53.0307936507936,3.26984126984127,181.754603174603,1,5,42,15,6,6,36,0,1,89,5,31,26,0
"2455",3651,72,2,163.857638888889,37.9586111111111,3.05555555555556,125.899027777778,1,2,16,53,30,24,55,0,13,49,0,24,23,0
"2456",3652,143,36,462.567902097902,115.531118881119,3.56643356643357,347.036783216783,14,25,53,51,21,58,110,8,34,63,3,84,161,0
"2457",3653,119,28,241.299663865546,46.1052100840336,4.10924369747899,195.194453781513,0,5,47,67,33,10,127,0,22,85,0,21,67,0
"2458",3654,51,16,352.379607843137,57.7249019607843,4.50980392156863,294.654705882353,0,8,29,14,0,39,40,3,12,46,2,50,49,0
"2459",3655,82,21,275.821219512195,106.396585365854,5.28048780487805,169.424634146341,3,9,33,37,2,49,73,0,19,111,0,83,67,0
"2460",3656,69,4,247.381014492754,41.4892753623188,2.47826086956522,205.891739130435,8,4,20,37,23,35,37,6,0,19,6,43,36,0
"2461",3657,25,15,357.5288,20.8424,4.68,336.6864,0,1,14,10,4,32,18,0,11,21,0,20,17,0
"2462",3659,43,8,231.007674418605,37.2837209302326,3.04651162790698,193.723953488372,0,1,31,11,15,25,22,2,1,48,2,16,24,0
"2463",3662,15,0,390.88,275.546666666667,5.66666666666667,115.333333333333,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"2464",3663,29,9,574.553793103448,200.607586206897,3.68965517241379,373.946206896552,0,6,17,6,0,13,23,0,4,25,0,14,33,0
"2465",3665,29,1,312.798620689655,109.675862068966,4.93103448275862,203.12275862069,0,2,15,12,8,4,20,0,15,40,0,17,19,0
"2466",3666,11,0,306.981818181818,137.890909090909,6.36363636363636,169.090909090909,0,0,6,5,0,10,11,0,11,12,0,5,21,0
"2467",3667,68,0,331.113823529412,70.6475,3.73529411764706,260.466323529412,0,8,41,19,21,15,48,4,26,63,1,36,60,0
"2468",3668,67,8,206.765970149254,30.2310447761194,2.46268656716418,176.534925373134,0,14,6,47,0,1,65,0,1,11,0,42,15,0
"2469",3669,6,0,191.138333333333,23.2,2.33333333333333,167.938333333333,0,4,1,1,0,0,6,0,0,2,0,0,5,0
"2470",3670,16,0,309.24875,85.27125,4.4375,223.9775,0,2,12,2,8,5,11,0,8,17,0,6,21,0
"2471",3672,135,17,296.306888888889,31.3800740740741,3.85925925925926,264.926814814815,0,10,52,73,38,107,91,1,0,70,5,100,149,0
"2472",3673,2,0,256.585,188.305,3,68.28,0,0,0,2,0,1,1,0,0,0,0,0,0,0
"2473",3675,36,10,327.207777777778,142.49,2.25,184.717777777778,0,3,3,30,0,13,21,3,1,12,0,6,7,0
"2474",3676,69,0,212.812753623188,61.2172463768116,2.66666666666667,151.595507246377,1,7,36,25,0,17,44,0,0,64,2,25,38,0
"2475",3677,6,0,281.228333333333,23.9483333333333,2.16666666666667,257.28,0,0,4,2,0,0,2,0,0,8,4,1,0,0
"2476",3678,37,5,236.803783783784,44.7145945945946,2.97297297297297,192.089189189189,0,2,20,15,7,4,26,0,6,37,0,9,16,0
"2477",3679,55,1,268.259272727273,18.1043636363636,2.07272727272727,250.154909090909,0,1,31,23,17,17,23,0,0,45,2,17,22,0
"2478",3680,34,0,233.285882352941,73.5820588235294,1.94117647058824,159.703823529412,0,0,32,2,0,15,11,0,0,36,2,7,17,0
"2479",3682,25,3,313.3044,90.6012,1.96,222.7032,0,1,18,6,6,10,8,0,1,17,3,3,16,0
"2480",3685,106,21,334.76,39.1844339622642,2.64150943396226,295.575566037736,2,21,32,51,39,36,77,2,2,25,9,43,77,0
"2481",3686,69,4,212.205072463768,27.14,1.08695652173913,185.065072463768,0,5,29,35,34,11,14,0,5,38,1,7,20,0
"2482",3687,86,11,387.487790697675,52.8779069767442,3.2906976744186,334.60988372093,5,23,44,14,0,39,69,2,14,40,0,57,74,0
"2483",3688,25,4,241.5928,14.946,4.08,226.6468,0,1,23,1,0,18,19,0,0,28,2,17,19,0
"2484",3689,14,1,445.510714285714,56.9857142857143,4.35714285714286,388.525,1,0,8,5,0,7,12,0,7,14,1,6,16,0
"2485",3690,2,0,294.325,52.475,1.5,241.85,0,0,2,0,0,0,0,0,0,4,1,0,0,0
"2486",3691,2,0,143.24,0,1,143.24,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"2487",3692,84,3,455.284761904762,124.004523809524,3.9047619047619,331.280238095238,0,13,26,45,50,39,84,14,0,33,0,12,105,0
"2488",3693,34,2,164.523823529412,55.95,1.76470588235294,108.573823529412,0,0,17,17,16,13,12,0,0,11,0,7,22,0
"2489",3694,9,1,241.968888888889,9.95777777777778,3.55555555555556,232.011111111111,0,2,7,0,4,2,5,0,0,11,4,5,5,0
"2490",3695,46,1,264.425,45.6041304347826,2.60869565217391,218.820869565217,0,2,30,14,3,15,21,0,1,56,2,18,28,0
"2491",3697,12,2,158.07,32.7575,2.41666666666667,125.3125,0,0,1,11,0,3,7,0,0,4,0,5,0,0
"2492",3700,32,7,444.0625,19.8375,4.09375,424.225,6,4,16,6,0,18,30,0,3,17,9,24,30,0
"2493",3701,67,1,177.716716417911,42.3214925373134,1.73134328358209,135.395223880597,0,0,34,33,30,9,20,0,2,52,6,12,31,0
"2494",3702,34,3,136.807647058824,31.1279411764706,2.08823529411765,105.679705882353,0,0,5,29,4,9,31,0,1,10,0,1,9,0
"2495",3703,20,0,166.706,31.536,2.35,135.17,0,3,11,6,4,4,9,0,4,23,1,7,6,0
"2496",3704,9,4,295.377777777778,82.6666666666667,6.11111111111111,212.711111111111,1,0,6,2,0,9,9,0,3,9,1,7,15,0
"2497",3705,13,2,462.983846153846,124.63,4.15384615384615,338.353846153846,0,3,7,3,0,7,11,4,2,8,0,12,16,0
"2498",3706,63,1,202.201904761905,26.1522222222222,2.6984126984127,176.049682539682,0,3,21,39,0,7,41,0,13,62,0,25,28,0
"2499",3707,84,0,344.86130952381,21.3072619047619,2.64285714285714,323.554047619048,3,52,14,15,4,15,82,0,6,12,1,13,91,0
"2500",3708,26,0,551.380384615385,127.533076923077,3.53846153846154,423.847307692308,0,10,11,5,0,3,25,0,1,13,1,17,32,0
"2501",3709,19,0,281.772105263158,31.4589473684211,2.94736842105263,250.313157894737,0,5,3,11,5,3,16,0,3,11,0,4,9,0
"2502",3710,18,5,160.911666666667,28.5994444444444,2.11111111111111,132.312222222222,0,3,1,14,0,1,16,1,0,1,0,10,3,0
"2503",3712,66,29,398.500151515151,101.597121212121,1,296.90303030303,2,6,21,37,0,3,29,6,0,52,7,0,10,0
"2504",3713,26,5,252.271538461539,64.5738461538462,3.42307692307692,187.697692307692,0,2,9,15,5,8,17,0,2,26,0,12,15,0
"2505",3714,9,1,346.546666666667,131.398888888889,1.33333333333333,215.147777777778,1,1,0,7,0,2,3,0,0,5,0,1,0,0
"2506",3715,17,0,329.736470588235,7.20647058823529,2.52941176470588,322.53,0,13,0,4,0,0,17,0,0,0,0,9,17,0
"2507",3718,14,4,543.069285714286,182.762142857143,4.92857142857143,360.307142857143,0,0,10,4,2,11,13,3,0,11,5,8,20,0
"2508",3719,22,5,327.495909090909,93.5927272727273,5.13636363636364,233.903181818182,0,1,17,4,0,19,16,0,15,24,0,13,31,0
"2509",3720,1,0,240,72,10,168,0,0,1,0,2,1,2,0,1,1,0,1,1,0
"2510",3725,15,0,571.316666666667,106.696666666667,2.46666666666667,464.62,2,2,10,1,0,3,9,0,0,14,1,1,15,0
"2511",3728,29,0,194.999655172414,28.9334482758621,2.06896551724138,166.066206896552,0,0,20,9,8,2,12,2,9,23,0,10,12,0
"2512",3729,9,4,358.992222222222,68.2166666666667,3.11111111111111,290.775555555556,0,0,6,3,0,6,6,1,0,5,0,6,6,0
"2513",3730,86,29,537.221744186047,174.752325581395,3.18604651162791,362.469418604651,1,10,37,38,11,45,58,3,15,47,1,41,72,0
"2514",3731,22,4,207.832727272727,46.31,1.31818181818182,161.522727272727,2,2,1,17,0,2,7,0,0,12,0,6,0,0
"2515",3732,43,20,245.878372093023,26.7032558139535,2.30232558139535,219.17511627907,0,2,31,10,2,8,22,0,1,52,8,8,19,0
"2516",3733,30,0,247.070666666667,67.929,4.4,179.141666666667,0,2,17,11,18,1,21,0,15,31,1,23,29,0
"2517",3734,58,15,459.522586206896,192.594482758621,3.6551724137931,266.928103448276,0,0,33,25,34,28,42,1,5,39,0,28,51,0
"2518",3735,3,0,290.063333333333,121.366666666667,6.33333333333333,168.696666666667,0,0,3,0,4,2,2,0,2,4,0,2,4,0
"2519",3736,41,17,470.980487804878,44.809756097561,4.14634146341463,426.170731707317,0,7,30,4,0,29,40,0,2,33,0,22,45,0
"2520",3737,22,6,192.231363636364,64.9281818181818,2.04545454545455,127.303181818182,0,0,3,19,2,2,14,1,3,12,0,8,5,0
"2521",3738,11,0,374.449090909091,109.090909090909,4.27272727272727,265.358181818182,0,2,4,5,10,4,9,0,0,6,0,5,15,0
"2522",3739,9,0,709.188888888889,170.756666666667,4.33333333333333,538.432222222222,0,2,2,5,1,5,9,5,0,3,0,10,11,0
"2523",3741,49,3,160.585510204082,19.4026530612245,0.816326530612245,141.182857142857,0,0,16,33,32,3,6,1,0,30,7,1,2,0
"2524",3742,58,10,329.651034482759,14.8656896551724,3.67241379310345,314.785344827586,1,4,43,10,12,31,39,0,2,61,1,46,39,0
"2525",3743,38,2,209.687894736842,57.4218421052632,2.97368421052632,152.266052631579,0,1,6,31,2,15,24,0,2,32,0,18,13,0
"2526",3745,15,0,230.634,27.016,2.4,203.618,1,0,10,4,0,6,7,0,0,17,1,5,6,0
"2527",3748,89,6,380.013033707865,137.377303370787,4.03370786516854,242.635730337079,9,9,30,41,40,30,78,0,14,63,0,44,50,0
"2528",3749,55,1,143.491636363636,2.65127272727273,0.927272727272727,140.840363636364,0,0,18,37,34,4,13,0,0,21,0,4,14,0
"2529",3750,26,10,1049.49,516.184615384615,4.26923076923077,533.305384615385,0,8,15,3,2,5,25,0,15,17,0,17,31,0
"2530",3751,150,19,394.237333333333,63.8206,3.8,330.416733333333,2,8,64,76,41,97,108,7,70,90,7,81,111,0
"2531",3753,137,1,267.591459854015,41.6834306569343,2.73722627737226,225.90802919708,0,4,51,82,74,46,53,0,26,96,0,60,89,0
"2532",3754,131,15,386.003587786259,102.810610687023,3.96946564885496,283.192977099237,0,8,87,36,29,69,82,2,58,136,0,52,142,0
"2533",3756,61,8,404.152459016393,123.317704918033,3,280.834754098361,1,9,11,40,14,13,45,9,2,45,0,31,30,0
"2534",3758,25,0,360.9064,110.808,6.36,250.0984,0,0,20,5,1,32,24,0,16,24,1,18,43,0
"2535",3759,38,11,634.911315789474,159.770526315789,1.02631578947368,475.140789473684,0,1,25,12,0,25,11,1,0,1,0,2,23,0
"2536",3764,28,4,294.9525,49.2114285714286,4.35714285714286,245.741071428571,1,0,16,11,0,23,22,0,2,27,3,17,32,0
"2537",3765,7,5,346.285714285714,68.5714285714286,6.85714285714286,277.714285714286,0,1,3,3,6,0,7,0,6,6,0,10,13,0
"2538",3766,11,0,129.637272727273,12.4590909090909,0.727272727272727,117.178181818182,0,1,1,9,0,4,4,0,0,7,0,0,0,0
"2539",3767,13,0,336.393076923077,47.8153846153846,4.61538461538461,288.577692307692,0,2,9,2,1,6,11,0,9,9,0,10,14,0
"2540",3770,55,0,228.862909090909,34.0069090909091,3.05454545454545,194.856,0,1,38,16,16,25,23,0,13,55,14,19,34,0
"2541",3772,70,25,380.030142857143,16.6575714285714,3.35714285714286,363.372571428571,2,25,23,20,0,21,64,0,0,20,10,58,63,0
"2542",3773,42,7,429.315,8.66119047619047,3.16666666666667,420.65380952381,0,5,16,21,23,18,26,0,13,18,0,19,30,0
"2543",3774,29,21,187.399310344828,93.52,4.13793103448276,93.8793103448276,0,0,0,29,0,4,9,0,0,5,0,5,0,0
"2544",3775,59,10,454.496610169492,129.078813559322,3.69491525423729,325.417796610169,2,10,21,26,26,12,46,6,17,32,0,34,55,0
"2545",3778,48,10,246.529166666667,32.5489583333333,3.39583333333333,213.980208333333,0,6,25,17,12,5,34,0,10,62,3,18,22,0
"2546",3779,87,0,268.856551724138,23.6564367816092,3.67816091954023,245.200114942529,0,5,70,12,74,17,55,2,32,105,0,11,56,0
"2547",3780,142,8,323.493661971831,57.1202816901408,3.19718309859155,266.37338028169,8,8,64,62,63,52,84,7,20,92,7,100,90,0
"2548",3781,88,6,564.742840909091,127.789772727273,3.31818181818182,436.953068181818,4,12,54,18,0,64,71,9,0,48,3,51,72,0
"2549",3782,38,4,258.45447368421,60.4736842105263,3.5,197.980789473684,0,1,25,12,17,10,21,0,11,32,4,12,40,0
"2550",3784,20,2,329.457,109.44,4.1,220.017,0,1,2,17,8,6,16,0,0,18,0,6,7,0
"2551",3785,68,2,349.492794117647,94.2026470588235,4.83823529411765,255.290147058824,0,23,12,33,1,20,64,1,3,75,0,79,52,0
"2552",3786,15,6,197.417333333333,20.024,2.06666666666667,177.393333333333,0,3,2,10,0,2,12,0,0,5,0,11,2,0
"2553",3787,79,3,146.887594936709,14.3024050632911,1.12658227848101,132.585189873418,0,5,51,23,3,9,32,0,2,53,0,24,9,0
"2554",3788,74,1,356.355675675675,89.3813513513514,1.86486486486486,266.974324324324,2,6,30,36,26,18,29,2,1,47,6,21,31,0
"2555",3791,12,9,266.435833333333,1.13083333333333,3.25,265.305,2,1,6,3,0,4,11,0,0,6,3,8,9,0
"2556",3792,54,2,291.67962962963,34.9657407407407,3.68518518518519,256.713888888889,0,0,46,8,0,29,36,0,20,62,4,11,54,0
"2557",3793,21,1,312.831904761905,90.0223809523809,7.04761904761905,222.809523809524,1,1,15,4,27,16,21,0,4,19,0,21,40,0
"2558",3795,70,2,131.249571428572,19.8918571428571,0.557142857142857,111.357714285714,0,1,20,49,48,0,8,0,0,36,0,1,7,0
"2559",3798,40,0,155.2215,37.04475,2.075,118.17675,0,0,31,9,26,5,9,0,9,53,4,8,0,0
"2560",3799,16,1,43.9625,0,0,43.9625,0,0,0,16,16,0,0,0,0,0,0,0,0,0
"2561",3803,9,1,260.763333333333,10.5933333333333,0.666666666666667,250.17,0,1,3,5,5,0,1,0,0,6,1,0,1,0
"2562",3804,6,5,200.241666666667,0,4.5,200.241666666667,0,0,2,4,0,4,5,0,4,4,1,5,4,0
"2563",3805,3,0,219.573333333333,56.7366666666667,7.33333333333333,162.836666666667,0,0,3,0,4,4,2,0,2,4,1,2,4,0
"2564",3806,4,0,479.805,156.33,4.5,323.475,2,0,2,0,0,3,4,0,2,2,0,3,4,0
"2565",3808,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"2566",3809,10,1,153.28,11.16,0.7,142.12,0,0,0,10,9,0,1,0,1,1,0,2,2,0
"2567",3810,18,2,239.797222222222,24.5094444444444,1.72222222222222,215.287777777778,0,0,6,12,5,1,7,2,0,11,1,4,11,0
"2568",3811,132,25,443.936590909091,172.281060606061,3.17424242424242,271.65553030303,6,12,41,73,36,57,71,1,47,56,18,52,133,0
"2569",3812,29,13,296.430344827586,84.4096551724138,2.20689655172414,212.020689655172,3,1,17,8,8,13,10,0,2,23,3,12,12,0
"2570",3813,26,10,649.060769230769,149.879615384615,3.03846153846154,499.181153846154,0,1,13,12,9,14,14,2,0,16,0,13,23,0
"2571",3815,32,8,240.61125,58.3425,4.75,182.26875,1,2,18,11,4,28,24,0,14,23,4,24,37,0
"2572",3816,17,2,207.541176470588,25.1817647058824,2.23529411764706,182.359411764706,1,0,14,2,0,6,6,0,4,17,1,6,9,0
"2573",3817,38,2,216.884210526316,45.1655263157895,2.63157894736842,171.718684210526,2,2,6,28,0,4,30,0,6,18,0,17,13,0
"2574",3818,34,1,180.687058823529,51.2252941176471,2.38235294117647,129.461764705882,0,1,5,28,0,0,25,0,3,25,0,9,14,0
"2575",3819,138,9,328.612608695652,64.7564492753623,2.44927536231884,263.85615942029,5,1,59,73,53,46,69,10,6,85,10,35,95,0
"2576",3821,41,20,308.62487804878,21.6321951219512,3.82926829268293,286.992682926829,1,5,27,8,9,23,34,1,3,35,4,24,32,0
"2577",3822,52,5,256.895192307692,33.0925,1.98076923076923,223.802692307692,0,4,8,40,2,7,30,5,0,43,0,14,17,0
"2578",3823,57,12,339.923684210526,59.0336842105263,2.40350877192982,280.89,1,8,31,17,22,7,27,0,8,51,0,20,22,0
"2579",3825,23,0,335.344782608696,95.2169565217391,1.91304347826087,240.127826086957,0,1,17,5,2,0,7,0,0,30,0,3,15,0
"2580",3826,28,5,333.418214285714,78.4960714285714,2.92857142857143,254.922142857143,0,1,11,16,10,14,14,2,6,17,5,11,19,0
"2581",3828,63,4,159.463650793651,39.8893650793651,1.87301587301587,119.574285714286,2,4,2,55,0,17,59,5,1,11,0,17,14,0
"2582",3829,41,4,1130.50780487805,807.517317073171,2.24390243902439,322.990487804878,0,8,7,26,2,5,36,1,1,14,0,15,15,0
"2583",3830,98,0,184.395816326531,54.9455102040816,2.19387755102041,129.450306122449,0,0,45,53,43,47,32,0,1,59,3,30,62,0
"2584",3831,58,22,245.297413793103,12.9206896551724,4.27586206896552,232.376724137931,0,1,35,22,7,42,40,0,32,50,1,47,45,0
"2585",3832,92,10,397.103804347826,56.4938043478261,2.52173913043478,340.61,7,4,62,19,7,33,56,3,4,70,5,24,67,0
"2586",3833,22,1,214.496363636364,79.7127272727273,4.45454545454545,134.783636363636,0,1,11,10,0,11,17,0,3,14,0,15,12,0
"2587",3834,2,0,301.8,191.4,5.5,110.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"2588",3835,9,2,131.168888888889,45.7455555555556,2.77777777777778,85.4233333333333,0,1,1,7,0,3,8,0,0,2,0,4,2,0
"2589",3836,96,20,320.4928125,48.6463541666667,3.25,271.846458333333,2,8,46,40,19,55,64,8,20,62,3,53,67,0
"2590",3837,1,0,81.2,0,0,81.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2591",3838,5,0,287.458,136.548,1.4,150.91,0,0,5,0,0,0,1,0,0,7,0,1,1,0
"2592",3839,4,1,1420.77,457.9025,4,962.8675,0,3,0,1,0,0,5,1,0,0,0,4,5,0
"2593",3840,31,4,163.305483870968,33.3312903225806,2.06451612903226,129.974193548387,0,7,0,24,0,3,18,0,0,11,0,14,2,0
"2594",3841,23,13,483.989565217391,51.4873913043478,3.26086956521739,432.502173913043,1,0,22,0,1,6,18,0,0,25,0,4,18,0
"2595",3842,22,0,265.237272727273,77.4927272727273,1.95454545454545,187.744545454545,0,0,17,5,0,3,9,2,0,26,0,2,16,0
"2596",3843,23,11,455.464782608696,155.272173913044,3.1304347826087,300.192608695652,0,6,6,11,1,14,20,2,0,4,0,14,25,0
"2597",3844,24,16,339.115416666667,54.775,3.25,284.340416666667,0,3,16,5,0,11,14,1,0,27,6,17,13,0
"2598",3845,34,1,130.520882352941,11.9347058823529,2.5,118.586176470588,0,0,18,16,16,4,21,0,6,32,5,7,7,0
"2599",3847,25,1,586.0892,332.2388,0.8,253.8504,1,1,12,11,10,1,4,1,0,21,1,0,4,0
"2600",3848,52,15,560.8725,27.6492307692308,3.46153846153846,533.223269230769,1,17,21,13,1,3,49,1,0,28,2,49,48,0
"2601",3849,12,0,6909.075,5544.32916666667,3.83333333333333,1364.74583333333,1,3,5,3,0,1,12,2,1,8,0,8,9,0
"2602",3850,15,1,44.596,2.08666666666667,0.133333333333333,42.5093333333333,0,0,2,13,13,0,0,0,0,4,0,0,0,0
"2603",3851,2,1,264.98,86.26,6.5,178.72,0,0,2,0,4,1,1,0,1,3,1,1,2,0
"2604",3852,9,5,343.651111111111,76.5966666666667,2.66666666666667,267.054444444445,0,6,0,3,1,0,8,0,0,2,0,7,6,0
"2605",3858,9,9,251.544444444444,78.4288888888889,3.44444444444444,173.115555555556,0,3,0,6,0,0,6,2,0,0,0,5,2,0
"2606",3859,80,39,369.241,41.411375,3.2875,327.829625,2,14,34,30,18,41,61,1,26,32,0,45,61,0
"2607",3860,12,0,102.365,15,1,87.365,0,0,0,12,0,0,7,0,0,4,0,0,0,0
"2608",3861,25,1,230.3096,73.4224,4.48,156.8872,0,0,18,7,2,16,16,0,7,27,0,19,28,0
"2609",3862,126,1,150.507063492063,32.5914285714286,1.51587301587302,117.915634920635,0,1,25,100,4,4,56,0,4,109,0,7,35,0
"2610",3863,54,18,361.520555555556,37.987962962963,3.22222222222222,323.532592592593,1,3,33,17,8,32,33,2,12,45,6,21,36,0
"2611",3865,29,1,153.90724137931,19.7020689655172,1.48275862068966,134.205172413793,0,1,24,4,1,3,7,0,3,34,0,6,7,0
"2612",3867,8,1,207.625,70.4825,2.125,137.1425,0,0,4,4,0,0,4,2,0,8,1,4,4,0
"2613",3868,5,1,107.294,16.58,2.2,90.714,0,0,1,4,0,0,5,0,1,1,0,2,1,0
"2614",3869,10,5,153.303,6.151,0.5,147.152,0,1,0,9,0,0,2,0,0,8,0,2,1,0
"2615",3871,8,2,190.4525,35.3225,2,155.13,0,0,0,8,0,2,3,0,0,2,0,0,0,0
"2616",3872,3,0,259.446666666667,38.78,2,220.666666666667,0,0,0,3,0,1,2,0,0,1,0,2,0,0
"2617",3873,17,5,153.400588235294,19.9394117647059,1.35294117647059,133.461176470588,0,2,0,15,0,0,15,0,0,2,0,6,2,0
"2618",3874,43,0,167.394418604651,28.5262790697674,1.83720930232558,138.868139534884,0,0,6,37,1,4,23,0,5,34,0,11,14,0
"2619",3875,46,22,235.667608695652,36.9647826086957,2.89130434782609,198.702826086956,3,3,20,20,15,26,21,1,0,28,15,24,28,0
"2620",3876,99,24,375.114848484849,95.1737373737374,4.4040404040404,279.941111111111,0,6,42,51,82,69,78,0,8,59,2,66,105,0
"2621",3877,105,41,455.478857142857,141.130285714286,5.13333333333333,314.348571428571,2,3,78,22,37,102,85,2,57,97,8,74,97,0
"2622",3878,116,0,201.008879310345,73.6375,4.13793103448276,127.371379310345,1,0,65,50,63,46,82,1,46,98,7,69,97,0
"2623",3879,131,16,214.881374045802,38.4640458015267,3.30534351145038,176.417328244275,0,5,51,75,6,39,96,4,9,114,0,37,81,0
"2624",3881,52,8,396.215192307693,39.7763461538462,4.51923076923077,356.438846153846,0,3,42,7,20,41,32,0,23,64,0,39,33,0
"2625",3882,24,0,269.957083333333,21.6170833333333,4,248.34,0,0,17,7,6,7,19,2,14,21,0,9,25,0
"2626",3883,366,11,536.250245901639,144.720846994535,3.45081967213115,391.529398907104,2,46,206,112,162,162,328,11,33,241,9,55,288,0
"2627",3884,95,3,123.981052631579,13.9862105263158,1.27368421052632,109.994842105263,0,6,8,81,0,2,78,1,0,27,0,7,12,0
"2628",3885,5,3,284.4,30,7.6,254.4,0,0,4,1,6,5,5,0,4,5,0,6,7,0
